,inaction,disengange,engange
0,1.0,0.0,0.0
1,2.0,0.0,0.0
2,2.0,1.0,0.0
3,2.0,2.0,0.0
4,2.0,2.0,1.0
5,2.0,2.0,2.0
6,2.0,3.0,2.0
7,2.0,4.0,2.0
8,2.0,5.0,2.0
9,2.0,6.0,2.0
10,2.0,6.0,3.0
11,2.0,6.0,4.0
12,2.0,6.0,5.0
13,2.0,6.0,6.0
14,2.0,7.0,6.0
15,2.0,8.0,6.0
16,2.0,8.0,7.0
17,2.0,8.0,8.0
18,2.0,9.0,8.0
19,2.0,10.0,8.0
20,3.0,10.0,8.0
21,4.0,10.0,8.0
22,4.0,11.0,8.0
23,4.0,12.0,8.0
24,4.0,13.0,8.0
25,4.0,14.0,8.0
26,5.0,14.0,8.0
27,6.0,14.0,8.0
28,6.0,15.0,8.0
29,6.0,16.0,8.0
30,6.0,16.0,9.0
31,6.0,16.0,10.0
32,6.0,17.0,10.0
33,6.0,18.0,10.0
34,6.0,18.0,11.0
35,6.0,18.0,12.0
36,6.0,19.0,12.0
37,6.0,20.0,12.0
38,6.0,21.0,12.0
39,6.0,22.0,12.0
40,6.0,23.0,12.0
41,6.0,24.0,12.0
42,6.0,24.0,13.0
43,6.0,24.0,14.0
44,6.0,25.0,14.0
45,6.0,26.0,14.0
46,6.0,27.0,14.0
47,6.0,28.0,14.0
48,6.0,28.0,15.0
49,6.0,28.0,16.0
50,6.0,29.0,16.0
51,6.0,30.0,16.0
52,7.0,30.0,16.0
53,8.0,30.0,16.0
54,8.0,31.0,16.0
55,8.0,32.0,16.0
56,8.0,32.0,17.0
57,8.0,32.0,18.0
58,9.0,32.0,18.0
59,10.0,32.0,18.0
60,10.0,32.0,19.0
61,10.0,32.0,20.0
62,10.0,33.0,20.0
63,10.0,34.0,20.0
64,10.0,35.0,20.0
65,10.0,36.0,20.0
66,10.0,37.0,20.0
67,10.0,38.0,20.0
68,10.0,38.0,21.0
69,10.0,38.0,22.0
70,10.0,39.0,22.0
71,10.0,40.0,22.0
72,10.0,41.0,22.0
73,10.0,42.0,22.0
74,10.0,43.0,22.0
75,10.0,44.0,22.0
76,10.0,45.0,22.0
77,10.0,46.0,22.0
78,10.0,46.0,23.0
79,10.0,46.0,24.0
80,10.0,47.0,24.0
81,10.0,48.0,24.0
82,10.0,49.0,24.0
83,10.0,50.0,24.0
84,10.0,51.0,24.0
85,10.0,52.0,24.0
86,10.0,52.0,25.0
87,10.0,52.0,26.0
88,11.0,52.0,26.0
89,12.0,52.0,26.0
90,12.0,53.0,26.0
91,12.0,54.0,26.0
92,12.0,54.0,27.0
93,12.0,54.0,28.0
94,12.0,55.0,28.0
