,inaction,disengange,engange
0,1.0,0.0,0.0
1,2.0,0.0,0.0
2,2.0,1.0,0.0
3,2.0,2.0,0.0
4,2.0,3.0,0.0
5,2.0,4.0,0.0
6,2.0,5.0,0.0
7,2.0,6.0,0.0
8,2.0,7.0,0.0
9,2.0,8.0,0.0
10,2.0,8.0,1.0
11,2.0,8.0,2.0
12,2.0,8.0,3.0
13,2.0,8.0,4.0
14,2.0,8.0,5.0
15,2.0,8.0,6.0
16,2.0,8.0,7.0
17,2.0,8.0,8.0
18,2.0,8.0,9.0
19,2.0,8.0,10.0
20,2.0,9.0,10.0
21,2.0,10.0,10.0
22,2.0,11.0,10.0
23,2.0,12.0,10.0
24,3.0,12.0,10.0
25,4.0,12.0,10.0
26,4.0,13.0,10.0
27,4.0,14.0,10.0
28,4.0,14.0,11.0
29,4.0,14.0,12.0
30,4.0,15.0,12.0
31,4.0,16.0,12.0
32,4.0,17.0,12.0
33,4.0,18.0,12.0
34,4.0,19.0,12.0
35,4.0,20.0,12.0
36,4.0,21.0,12.0
37,4.0,22.0,12.0
38,4.0,23.0,12.0
39,4.0,24.0,12.0
40,4.0,25.0,12.0
41,4.0,26.0,12.0
42,4.0,27.0,12.0
43,4.0,28.0,12.0
44,4.0,29.0,12.0
45,4.0,30.0,12.0
46,4.0,31.0,12.0
47,4.0,32.0,12.0
48,4.0,33.0,12.0
49,4.0,34.0,12.0
50,5.0,34.0,12.0
51,6.0,34.0,12.0
52,6.0,35.0,12.0
53,6.0,36.0,12.0
54,6.0,36.0,13.0
55,6.0,36.0,14.0
56,6.0,37.0,14.0
57,6.0,38.0,14.0
58,6.0,39.0,14.0
59,6.0,40.0,14.0
60,6.0,41.0,14.0
61,6.0,42.0,14.0
62,6.0,42.0,15.0
63,6.0,42.0,16.0
64,6.0,43.0,16.0
65,6.0,44.0,16.0
66,6.0,45.0,16.0
67,6.0,46.0,16.0
68,6.0,47.0,16.0
69,6.0,48.0,16.0
70,6.0,49.0,16.0
71,6.0,50.0,16.0
72,6.0,51.0,16.0
73,6.0,52.0,16.0
74,6.0,53.0,16.0
75,6.0,54.0,16.0
76,6.0,55.0,16.0
77,6.0,56.0,16.0
78,6.0,57.0,16.0
79,6.0,58.0,16.0
80,6.0,58.0,17.0
81,6.0,58.0,18.0
82,6.0,58.0,19.0
83,6.0,58.0,20.0
84,6.0,58.0,21.0
85,6.0,58.0,22.0
86,6.0,58.0,23.0
87,6.0,58.0,24.0
88,6.0,59.0,24.0
89,6.0,60.0,24.0
90,7.0,60.0,24.0
91,8.0,60.0,24.0
92,8.0,60.0,25.0
93,8.0,60.0,26.0
94,8.0,61.0,26.0
