,inaction,disengange,engange
0,1.0,0.0,0.0
1,2.0,0.0,0.0
2,2.0,1.0,0.0
3,2.0,2.0,0.0
4,2.0,2.0,1.0
5,2.0,2.0,2.0
6,2.0,3.0,2.0
7,2.0,4.0,2.0
8,2.0,5.0,2.0
9,2.0,6.0,2.0
10,2.0,6.0,3.0
11,2.0,6.0,4.0
12,2.0,7.0,4.0
13,2.0,8.0,4.0
14,2.0,9.0,4.0
15,2.0,10.0,4.0
16,2.0,11.0,4.0
17,2.0,12.0,4.0
18,2.0,12.0,5.0
19,2.0,12.0,6.0
20,3.0,12.0,6.0
21,4.0,12.0,6.0
22,4.0,13.0,6.0
23,4.0,14.0,6.0
24,4.0,14.0,7.0
25,4.0,14.0,8.0
26,4.0,15.0,8.0
27,4.0,16.0,8.0
28,4.0,17.0,8.0
29,4.0,18.0,8.0
30,4.0,18.0,9.0
31,4.0,18.0,10.0
32,4.0,19.0,10.0
33,4.0,20.0,10.0
34,4.0,21.0,10.0
35,4.0,22.0,10.0
36,4.0,22.0,11.0
37,4.0,22.0,12.0
38,4.0,23.0,12.0
39,4.0,24.0,12.0
40,4.0,25.0,12.0
41,4.0,26.0,12.0
42,4.0,27.0,12.0
43,4.0,28.0,12.0
44,4.0,28.0,13.0
45,4.0,28.0,14.0
46,4.0,29.0,14.0
47,4.0,30.0,14.0
48,4.0,31.0,14.0
49,4.0,32.0,14.0
50,5.0,32.0,14.0
51,6.0,32.0,14.0
52,6.0,32.0,15.0
53,6.0,32.0,16.0
54,6.0,33.0,16.0
55,6.0,34.0,16.0
56,6.0,35.0,16.0
57,6.0,36.0,16.0
58,6.0,37.0,16.0
59,6.0,38.0,16.0
60,6.0,39.0,16.0
61,6.0,40.0,16.0
62,6.0,41.0,16.0
63,6.0,42.0,16.0
64,6.0,43.0,16.0
65,6.0,44.0,16.0
66,6.0,44.0,17.0
67,6.0,44.0,18.0
68,6.0,45.0,18.0
69,6.0,46.0,18.0
70,6.0,47.0,18.0
71,6.0,48.0,18.0
72,6.0,48.0,19.0
73,6.0,48.0,20.0
74,6.0,49.0,20.0
75,6.0,50.0,20.0
76,6.0,51.0,20.0
77,6.0,52.0,20.0
78,6.0,53.0,20.0
79,6.0,54.0,20.0
80,6.0,55.0,20.0
81,6.0,56.0,20.0
82,6.0,57.0,20.0
83,6.0,58.0,20.0
84,6.0,59.0,20.0
85,6.0,60.0,20.0
86,6.0,60.0,21.0
87,6.0,60.0,22.0
88,6.0,60.0,23.0
89,6.0,60.0,24.0
90,7.0,60.0,24.0
91,8.0,60.0,24.0
92,8.0,61.0,24.0
93,8.0,62.0,24.0
94,8.0,62.0,25.0
