,inaction,disengange,engange
478,28.0,299.0,152.0
479,28.0,300.0,152.0
480,28.0,301.0,152.0
481,28.0,302.0,152.0
482,28.0,303.0,152.0
483,28.0,304.0,152.0
484,29.0,304.0,152.0
485,30.0,304.0,152.0
486,30.0,304.0,153.0
487,30.0,304.0,154.0
488,30.0,305.0,154.0
489,30.0,306.0,154.0
490,30.0,306.0,155.0
491,30.0,306.0,156.0
492,30.0,306.0,157.0
493,30.0,306.0,158.0
494,30.0,306.0,159.0
495,30.0,306.0,160.0
496,30.0,307.0,160.0
497,30.0,308.0,160.0
498,30.0,309.0,160.0
499,30.0,310.0,160.0
500,30.0,311.0,160.0
501,30.0,312.0,160.0
502,30.0,312.0,161.0
503,30.0,312.0,162.0
504,30.0,312.0,163.0
505,30.0,312.0,164.0
506,30.0,313.0,164.0
507,30.0,314.0,164.0
508,30.0,315.0,164.0
509,30.0,316.0,164.0
510,31.0,316.0,164.0
511,32.0,316.0,164.0
512,32.0,317.0,164.0
513,32.0,318.0,164.0
514,32.0,319.0,164.0
515,32.0,320.0,164.0
516,32.0,321.0,164.0
517,32.0,322.0,164.0
518,32.0,323.0,164.0
519,32.0,324.0,164.0
520,32.0,325.0,164.0
521,32.0,326.0,164.0
522,32.0,327.0,164.0
523,32.0,328.0,164.0
524,32.0,329.0,164.0
525,32.0,330.0,164.0
526,32.0,331.0,164.0
527,32.0,332.0,164.0
528,32.0,333.0,164.0
529,32.0,334.0,164.0
530,32.0,335.0,164.0
531,32.0,336.0,164.0
532,32.0,337.0,164.0
533,32.0,338.0,164.0
534,33.0,338.0,164.0
535,34.0,338.0,164.0
536,34.0,339.0,164.0
537,34.0,340.0,164.0
538,34.0,340.0,165.0
539,34.0,340.0,166.0
540,34.0,341.0,166.0
541,34.0,342.0,166.0
542,34.0,342.0,167.0
543,34.0,342.0,168.0
544,34.0,342.0,169.0
545,34.0,342.0,170.0
546,34.0,343.0,170.0
547,34.0,344.0,170.0
548,34.0,345.0,170.0
549,34.0,346.0,170.0
550,34.0,347.0,170.0
551,34.0,348.0,170.0
552,34.0,349.0,170.0
553,34.0,350.0,170.0
554,34.0,350.0,171.0
555,34.0,350.0,172.0
556,34.0,351.0,172.0
557,34.0,352.0,172.0
558,34.0,352.0,173.0
559,34.0,352.0,174.0
560,34.0,353.0,174.0
561,34.0,354.0,174.0
562,34.0,355.0,174.0
563,34.0,356.0,174.0
564,34.0,356.0,175.0
565,34.0,356.0,176.0
566,34.0,357.0,176.0
567,34.0,358.0,176.0
568,34.0,359.0,176.0
569,34.0,360.0,176.0
570,34.0,361.0,176.0
571,34.0,362.0,176.0
572,34.0,363.0,176.0
573,34.0,364.0,176.0
574,34.0,365.0,176.0
575,34.0,366.0,176.0
576,34.0,367.0,176.0
577,34.0,368.0,176.0
578,34.0,369.0,176.0
579,34.0,370.0,176.0
580,34.0,371.0,176.0
581,34.0,372.0,176.0
582,34.0,373.0,176.0
583,34.0,374.0,176.0
584,34.0,375.0,176.0
585,34.0,376.0,176.0
586,34.0,377.0,176.0
587,34.0,378.0,176.0
588,34.0,379.0,176.0
589,34.0,380.0,176.0
590,34.0,381.0,176.0
591,34.0,382.0,176.0
592,34.0,383.0,176.0
593,34.0,384.0,176.0
594,34.0,385.0,176.0
595,34.0,386.0,176.0
596,34.0,387.0,176.0
597,34.0,388.0,176.0
598,34.0,388.0,177.0
599,34.0,388.0,178.0
600,34.0,388.0,179.0
601,34.0,388.0,180.0
602,34.0,389.0,180.0
603,34.0,390.0,180.0
604,34.0,391.0,180.0
605,34.0,392.0,180.0
606,34.0,392.0,181.0
607,34.0,392.0,182.0
608,34.0,392.0,183.0
609,34.0,392.0,184.0
610,34.0,392.0,185.0
611,34.0,392.0,186.0
612,34.0,392.0,187.0
613,34.0,392.0,188.0
614,34.0,392.0,189.0
615,34.0,392.0,190.0
616,34.0,393.0,190.0
617,34.0,394.0,190.0
618,34.0,395.0,190.0
619,34.0,396.0,190.0
620,34.0,397.0,190.0
621,34.0,398.0,190.0
622,34.0,399.0,190.0
623,34.0,400.0,190.0
624,35.0,400.0,190.0
625,36.0,400.0,190.0
626,36.0,401.0,190.0
627,36.0,402.0,190.0
628,36.0,403.0,190.0
629,36.0,404.0,190.0
630,36.0,405.0,190.0
631,36.0,406.0,190.0
632,36.0,407.0,190.0
633,36.0,408.0,190.0
634,36.0,409.0,190.0
635,36.0,410.0,190.0
636,36.0,411.0,190.0
637,36.0,412.0,190.0
638,36.0,412.0,191.0
639,36.0,412.0,192.0
640,36.0,412.0,193.0
641,36.0,412.0,194.0
642,36.0,412.0,195.0
643,36.0,412.0,196.0
644,36.0,413.0,196.0
645,36.0,414.0,196.0
646,36.0,415.0,196.0
647,36.0,416.0,196.0
648,36.0,416.0,197.0
649,36.0,416.0,198.0
650,36.0,416.0,199.0
651,36.0,416.0,200.0
652,36.0,416.0,201.0
653,36.0,416.0,202.0
654,36.0,416.0,203.0
655,36.0,416.0,204.0
656,36.0,417.0,204.0
657,36.0,418.0,204.0
658,36.0,419.0,204.0
659,36.0,420.0,204.0
660,36.0,420.0,205.0
661,36.0,420.0,206.0
662,36.0,421.0,206.0
663,36.0,422.0,206.0
664,36.0,423.0,206.0
665,36.0,424.0,206.0
666,36.0,425.0,206.0
