,inaction,disengange,engange
0,0.0,1.0,0.0
1,0.0,2.0,0.0
2,1.0,2.0,0.0
3,2.0,2.0,0.0
4,2.0,3.0,0.0
5,2.0,4.0,0.0
6,2.0,5.0,0.0
7,2.0,6.0,0.0
8,2.0,7.0,0.0
9,2.0,8.0,0.0
10,2.0,9.0,0.0
11,2.0,10.0,0.0
12,2.0,10.0,1.0
13,2.0,10.0,2.0
14,2.0,10.0,3.0
15,2.0,10.0,4.0
16,2.0,10.0,5.0
17,2.0,10.0,6.0
18,2.0,11.0,6.0
19,2.0,12.0,6.0
20,2.0,13.0,6.0
21,2.0,14.0,6.0
22,2.0,14.0,7.0
23,2.0,14.0,8.0
24,2.0,14.0,9.0
25,2.0,14.0,10.0
26,2.0,15.0,10.0
27,2.0,16.0,10.0
28,2.0,17.0,10.0
29,2.0,18.0,10.0
30,2.0,19.0,10.0
31,2.0,20.0,10.0
32,2.0,21.0,10.0
33,2.0,22.0,10.0
34,2.0,23.0,10.0
35,2.0,24.0,10.0
36,2.0,24.0,11.0
37,2.0,24.0,12.0
38,3.0,24.0,12.0
39,4.0,24.0,12.0
40,4.0,25.0,12.0
41,4.0,26.0,12.0
42,4.0,27.0,12.0
43,4.0,28.0,12.0
44,4.0,29.0,12.0
45,4.0,30.0,12.0
46,4.0,31.0,12.0
47,4.0,32.0,12.0
48,4.0,32.0,13.0
49,4.0,32.0,14.0
50,4.0,33.0,14.0
51,4.0,34.0,14.0
52,4.0,35.0,14.0
53,4.0,36.0,14.0
54,4.0,37.0,14.0
55,4.0,38.0,14.0
56,4.0,39.0,14.0
57,4.0,40.0,14.0
58,4.0,41.0,14.0
59,4.0,42.0,14.0
60,4.0,43.0,14.0
61,4.0,44.0,14.0
62,4.0,44.0,15.0
63,4.0,44.0,16.0
64,4.0,45.0,16.0
65,4.0,46.0,16.0
66,4.0,47.0,16.0
67,4.0,48.0,16.0
68,4.0,49.0,16.0
69,4.0,50.0,16.0
70,4.0,51.0,16.0
71,4.0,52.0,16.0
72,4.0,52.0,17.0
73,4.0,52.0,18.0
74,5.0,52.0,18.0
75,6.0,52.0,18.0
76,6.0,53.0,18.0
77,6.0,54.0,18.0
78,6.0,55.0,18.0
79,6.0,56.0,18.0
80,6.0,57.0,18.0
81,6.0,58.0,18.0
82,6.0,59.0,18.0
83,6.0,60.0,18.0
