,inaction,disengange,engange
0,1.0,0.0,0.0
1,2.0,0.0,0.0
2,2.0,1.0,0.0
3,2.0,2.0,0.0
4,2.0,3.0,0.0
5,2.0,4.0,0.0
6,2.0,4.0,1.0
7,2.0,4.0,2.0
8,2.0,4.0,3.0
9,2.0,4.0,4.0
10,2.0,5.0,4.0
11,2.0,6.0,4.0
12,2.0,6.0,5.0
13,2.0,6.0,6.0
14,2.0,7.0,6.0
15,2.0,8.0,6.0
16,2.0,9.0,6.0
17,2.0,10.0,6.0
18,3.0,10.0,6.0
19,4.0,10.0,6.0
20,4.0,11.0,6.0
21,4.0,12.0,6.0
22,4.0,13.0,6.0
23,4.0,14.0,6.0
24,4.0,15.0,6.0
25,4.0,16.0,6.0
26,4.0,17.0,6.0
27,4.0,18.0,6.0
28,4.0,19.0,6.0
29,4.0,20.0,6.0
30,4.0,21.0,6.0
31,4.0,22.0,6.0
32,4.0,23.0,6.0
33,4.0,24.0,6.0
34,4.0,25.0,6.0
35,4.0,26.0,6.0
36,4.0,27.0,6.0
37,4.0,28.0,6.0
38,4.0,28.0,7.0
39,4.0,28.0,8.0
40,4.0,29.0,8.0
41,4.0,30.0,8.0
42,4.0,31.0,8.0
43,4.0,32.0,8.0
44,4.0,33.0,8.0
45,4.0,34.0,8.0
46,4.0,34.0,9.0
47,4.0,34.0,10.0
48,4.0,35.0,10.0
49,4.0,36.0,10.0
50,4.0,37.0,10.0
51,4.0,38.0,10.0
52,4.0,39.0,10.0
53,4.0,40.0,10.0
54,4.0,41.0,10.0
55,4.0,42.0,10.0
56,4.0,42.0,11.0
57,4.0,42.0,12.0
58,4.0,43.0,12.0
59,4.0,44.0,12.0
60,5.0,44.0,12.0
61,6.0,44.0,12.0
62,6.0,45.0,12.0
63,6.0,46.0,12.0
64,6.0,46.0,13.0
65,6.0,46.0,14.0
66,6.0,47.0,14.0
67,6.0,48.0,14.0
68,6.0,49.0,14.0
69,6.0,50.0,14.0
70,6.0,51.0,14.0
71,6.0,52.0,14.0
72,6.0,52.0,15.0
73,6.0,52.0,16.0
74,7.0,52.0,16.0
75,8.0,52.0,16.0
76,8.0,52.0,17.0
77,8.0,52.0,18.0
78,8.0,53.0,18.0
79,8.0,54.0,18.0
80,8.0,55.0,18.0
81,8.0,56.0,18.0
82,8.0,56.0,19.0
83,8.0,56.0,20.0
84,8.0,57.0,20.0
85,8.0,58.0,20.0
86,8.0,59.0,20.0
87,8.0,60.0,20.0
88,8.0,61.0,20.0
89,8.0,62.0,20.0
90,8.0,63.0,20.0
91,8.0,64.0,20.0
92,8.0,65.0,20.0
93,8.0,66.0,20.0
94,8.0,66.0,21.0
