,inaction,disengage,engage
0,-5.0,0.0,0.0
1,-6.666666666666667,0.0,0.0
2,-7.5,0.0,0.0
3,-8.0,0.0,0.0
4,-8.333333333333334,0.0,0.0
5,-8.571428571428571,0.0,0.0
6,-8.75,0.0,0.0
7,-8.88888888888889,0.0,0.0
8,-9.0,0.0,0.0
9,-8.818181818181818,0.0,0.0
10,-8.818181818181818,-3.0,0.0
11,-8.818181818181818,-3.6666666666666665,0.0
12,-8.818181818181818,-3.75,0.0
13,-8.818181818181818,-3.6,0.0
14,-8.818181818181818,-3.3333333333333335,0.0
15,-8.818181818181818,-3.0,0.0
16,-8.818181818181818,-3.0,0.0
17,-8.818181818181818,-3.0,0.0
18,-8.818181818181818,-3.0,0.0
19,-8.818181818181818,-3.75,0.0
20,-8.833333333333334,-3.75,0.0
21,-8.846153846153847,-3.75,0.0
22,-8.857142857142858,-3.75,0.0
23,-8.866666666666667,-3.75,0.0
24,-8.875,-3.75,0.0
25,-8.882352941176471,-3.75,0.0
26,-8.88888888888889,-3.75,0.0
27,-8.894736842105264,-3.75,0.0
28,-8.9,-3.75,0.0
29,-8.666666666666666,-3.75,0.0
30,-8.666666666666666,-3.6666666666666665,0.0
31,-8.666666666666666,-3.5,0.0
32,-8.666666666666666,-3.272727272727273,0.0
33,-8.666666666666666,-3.272727272727273,0.0
34,-8.666666666666666,-3.272727272727273,0.0
35,-8.666666666666666,-3.272727272727273,0.0
36,-8.666666666666666,-3.272727272727273,0.0
37,-8.666666666666666,-3.272727272727273,0.0
38,-8.666666666666666,-3.272727272727273,0.0
39,-8.666666666666666,-3.5833333333333335,0.0
40,-8.590909090909092,-3.5833333333333335,0.0
41,-8.521739130434783,-3.5833333333333335,0.0
42,-8.458333333333334,-3.5833333333333335,0.0
43,-8.4,-3.5833333333333335,0.0
44,-8.346153846153847,-3.5833333333333335,0.0
45,-8.296296296296296,-3.5833333333333335,0.0
46,-8.25,-3.5833333333333335,0.0
47,-8.206896551724139,-3.5833333333333335,0.0
48,-8.166666666666666,-3.5833333333333335,0.0
49,-8.129032258064516,-3.5833333333333335,0.0
50,-8.129032258064516,-3.5833333333333335,-3.5
51,-8.129032258064516,-3.5833333333333335,-4.666666666666667
52,-8.129032258064516,-3.5833333333333335,-5.25
53,-8.129032258064516,-3.5833333333333335,-5.6
54,-8.129032258064516,-3.5833333333333335,-5.833333333333333
55,-8.129032258064516,-3.5833333333333335,-6.0
56,-8.129032258064516,-3.5833333333333335,-5.875
57,-8.129032258064516,-3.5833333333333335,-5.777777777777778
58,-8.129032258064516,-3.5833333333333335,-5.7
59,-8.129032258064516,-3.5833333333333335,-5.2727272727272725
60,-8.129032258064516,-3.5833333333333335,-5.2727272727272725
61,-8.129032258064516,-3.5833333333333335,-5.2727272727272725
62,-8.129032258064516,-3.5833333333333335,-5.2727272727272725
63,-8.129032258064516,-3.5833333333333335,-5.2727272727272725
64,-8.129032258064516,-3.5833333333333335,-5.2727272727272725
