,inaction,disengange,engange
0,-2.5,0.0,0.0
1,-3.3333333333333335,0.0,0.0
2,-3.3333333333333335,0.0,0.0
3,-3.3333333333333335,0.0,0.0
4,-3.3333333333333335,0.0,0.0
5,-3.3333333333333335,0.0,0.0
6,-3.3333333333333335,0.0,0.0
7,-3.3333333333333335,0.0,0.0
8,-3.3333333333333335,0.0,0.0
9,-3.3333333333333335,0.0,0.0
10,-3.3333333333333335,-1.0,0.0
11,-3.3333333333333335,-1.0,0.0
12,-3.3333333333333335,-1.0,-1.5
13,-3.3333333333333335,-1.0,-1.3333333333333333
14,-3.3333333333333335,-1.0,-1.3333333333333333
15,-3.3333333333333335,-1.0,-1.3333333333333333
16,-3.3333333333333335,-1.0,-1.3333333333333333
17,-3.3333333333333335,-1.0,-1.3333333333333333
18,-3.3333333333333335,-1.0,-1.3333333333333333
19,-3.3333333333333335,-1.0,-1.3333333333333333
20,-3.3333333333333335,-1.0,-1.3333333333333333
21,-3.3333333333333335,-1.0,-1.3333333333333333
22,-3.3333333333333335,-1.3333333333333333,-1.3333333333333333
23,-3.3333333333333335,-1.3333333333333333,-1.3333333333333333
24,-3.3333333333333335,-1.5,-1.3333333333333333
25,-3.3333333333333335,-1.5,-1.3333333333333333
26,-4.25,-1.5,-1.3333333333333333
27,-4.8,-1.5,-1.3333333333333333
28,-4.8,-1.5,-1.75
29,-4.8,-1.5,-1.6
30,-4.8,-1.5,-1.6
31,-4.8,-1.5,-1.6
32,-4.8,-1.8,-1.6
33,-4.8,-1.8,-1.6
34,-4.8,-1.8,-1.8333333333333333
35,-4.8,-1.8,-1.7142857142857142
36,-4.8,-1.8333333333333333,-1.7142857142857142
37,-4.8,-1.8333333333333333,-1.7142857142857142
38,-4.8,-1.8333333333333333,-1.7142857142857142
39,-4.8,-1.8333333333333333,-1.7142857142857142
40,-4.8,-1.8333333333333333,-1.7142857142857142
41,-4.8,-1.8333333333333333,-1.7142857142857142
42,-4.8,-1.8333333333333333,-1.7142857142857142
43,-4.8,-1.8333333333333333,-1.7142857142857142
44,-4.8,-1.8333333333333333,-1.7142857142857142
45,-4.8,-1.8333333333333333,-1.7142857142857142
46,-4.8,-1.8333333333333333,-1.7142857142857142
47,-4.8,-1.8333333333333333,-1.7142857142857142
48,-4.8,-2.0,-1.7142857142857142
49,-4.8,-2.0,-1.7142857142857142
50,-4.8,-2.0,-1.875
51,-4.8,-2.0,-1.7777777777777777
52,-4.8,-2.0,-1.7777777777777777
53,-4.8,-2.0,-1.7777777777777777
54,-4.8,-2.0,-1.7777777777777777
55,-4.8,-2.0,-1.7777777777777777
56,-4.8,-2.0,-1.7777777777777777
57,-4.8,-2.0,-1.7777777777777777
58,-5.166666666666667,-2.0,-1.7777777777777777
59,-5.428571428571429,-2.0,-1.7777777777777777
60,-5.428571428571429,-2.0,-1.9
61,-5.428571428571429,-2.0,-1.8181818181818181
62,-5.428571428571429,-2.0,-1.8181818181818181
63,-5.428571428571429,-2.0,-1.8181818181818181
64,-5.428571428571429,-2.0,-1.8181818181818181
65,-5.428571428571429,-2.0,-1.8181818181818181
66,-5.428571428571429,-2.0,-1.8181818181818181
67,-5.428571428571429,-2.0,-1.8181818181818181
68,-5.428571428571429,-2.0,-1.8181818181818181
69,-5.428571428571429,-2.0,-1.8181818181818181
70,-5.428571428571429,-2.0,-1.8181818181818181
71,-5.428571428571429,-2.0,-1.8181818181818181
72,-5.428571428571429,-2.0,-1.8181818181818181
73,-5.428571428571429,-2.0,-1.8181818181818181
74,-5.428571428571429,-2.0,-1.8181818181818181
75,-5.428571428571429,-2.0,-1.8181818181818181
76,-5.428571428571429,-2.0,-2.0
77,-5.428571428571429,-2.0,-2.0
78,-5.428571428571429,-2.0,-2.0
79,-5.428571428571429,-2.0,-2.0
80,-5.428571428571429,-2.0,-2.0
81,-5.428571428571429,-2.0,-2.0
82,-5.428571428571429,-2.0,-2.0
83,-5.428571428571429,-2.0,-2.0
84,-5.428571428571429,-2.0,-2.0
85,-5.428571428571429,-2.0,-2.0
86,-5.428571428571429,-2.0,-2.0
87,-5.428571428571429,-2.0,-2.0
88,-5.428571428571429,-2.0,-2.0
89,-5.428571428571429,-2.0,-2.0
90,-5.428571428571429,-2.0714285714285716,-2.0
91,-5.428571428571429,-2.0714285714285716,-2.0
92,-5.428571428571429,-2.0714285714285716,-2.142857142857143
93,-5.428571428571429,-2.0714285714285716,-2.1333333333333333
94,-5.428571428571429,-2.066666666666667,-2.1333333333333333
95,-5.428571428571429,-2.066666666666667,-2.1333333333333333
96,-5.428571428571429,-2.066666666666667,-2.1333333333333333
97,-5.428571428571429,-2.066666666666667,-2.1333333333333333
98,-5.428571428571429,-2.066666666666667,-2.1333333333333333
99,-5.428571428571429,-2.066666666666667,-2.1333333333333333
100,-5.428571428571429,-2.0625,-2.1333333333333333
101,-5.428571428571429,-2.0625,-2.1333333333333333
102,-5.428571428571429,-2.0625,-2.0625
103,-5.428571428571429,-2.0625,-2.0625
104,-5.428571428571429,-2.0588235294117645,-2.0625
105,-5.428571428571429,-2.0588235294117645,-2.0625
106,-5.428571428571429,-2.0588235294117645,-2.0
107,-5.428571428571429,-2.0588235294117645,-2.0
108,-5.428571428571429,-2.0588235294117645,-2.0555555555555554
109,-5.428571428571429,-2.0588235294117645,-2.0
110,-5.428571428571429,-2.0555555555555554,-2.0
111,-5.428571428571429,-2.0555555555555554,-2.0
112,-5.428571428571429,-2.0555555555555554,-2.0
113,-5.428571428571429,-2.0555555555555554,-2.0
114,-5.428571428571429,-2.1052631578947367,-2.0
115,-5.428571428571429,-2.1052631578947367,-2.0
116,-5.428571428571429,-2.1052631578947367,-2.05
117,-5.428571428571429,-2.1052631578947367,-2.0
118,-5.625,-2.1052631578947367,-2.0
119,-5.777777777777778,-2.1052631578947367,-2.0
120,-5.777777777777778,-2.15,-2.0
121,-5.777777777777778,-2.15,-2.0
122,-5.777777777777778,-2.15,-2.0454545454545454
123,-5.777777777777778,-2.15,-2.0
124,-5.777777777777778,-2.15,-2.0
125,-5.777777777777778,-2.15,-2.0
126,-5.777777777777778,-2.15,-2.0833333333333335
127,-5.777777777777778,-2.15,-2.08
128,-5.777777777777778,-2.1904761904761907,-2.08
129,-5.777777777777778,-2.1904761904761907,-2.08
130,-5.777777777777778,-2.1904761904761907,-2.08
131,-5.777777777777778,-2.1904761904761907,-2.08
132,-5.777777777777778,-2.227272727272727,-2.08
133,-5.777777777777778,-2.227272727272727,-2.08
134,-5.777777777777778,-2.227272727272727,-2.08
135,-5.777777777777778,-2.227272727272727,-2.08
136,-5.777777777777778,-2.217391304347826,-2.08
137,-5.777777777777778,-2.217391304347826,-2.08
138,-5.777777777777778,-2.25,-2.08
139,-5.777777777777778,-2.25,-2.08
140,-5.777777777777778,-2.25,-2.0384615384615383
141,-5.777777777777778,-2.25,-2.0384615384615383
142,-5.7,-2.25,-2.0384615384615383
143,-5.636363636363637,-2.25,-2.0384615384615383
144,-5.636363636363637,-2.24,-2.0384615384615383
145,-5.636363636363637,-2.24,-2.0384615384615383
146,-5.636363636363637,-2.24,-2.111111111111111
147,-5.636363636363637,-2.24,-2.107142857142857
148,-5.636363636363637,-2.230769230769231,-2.107142857142857
149,-5.636363636363637,-2.230769230769231,-2.107142857142857
150,-5.636363636363637,-2.2222222222222223,-2.107142857142857
151,-5.636363636363637,-2.2222222222222223,-2.107142857142857
152,-5.636363636363637,-2.25,-2.107142857142857
153,-5.636363636363637,-2.25,-2.107142857142857
154,-5.636363636363637,-2.25,-2.1724137931034484
155,-5.636363636363637,-2.25,-2.1666666666666665
156,-5.636363636363637,-2.2758620689655173,-2.1666666666666665
157,-5.636363636363637,-2.2758620689655173,-2.1666666666666665
158,-5.833333333333333,-2.2758620689655173,-2.1666666666666665
159,-6.0,-2.2758620689655173,-2.1666666666666665
160,-6.0,-2.2666666666666666,-2.1666666666666665
161,-6.0,-2.2666666666666666,-2.1666666666666665
162,-6.0,-2.2666666666666666,-2.1666666666666665
163,-6.0,-2.2666666666666666,-2.1666666666666665
164,-6.0,-2.2666666666666666,-2.193548387096774
165,-6.0,-2.2666666666666666,-2.15625
166,-6.0,-2.2903225806451615,-2.15625
167,-6.0,-2.2903225806451615,-2.15625
168,-6.0,-2.2903225806451615,-2.1818181818181817
169,-6.0,-2.2903225806451615,-2.1470588235294117
170,-6.0,-2.2903225806451615,-2.1470588235294117
171,-6.0,-2.2903225806451615,-2.1470588235294117
172,-6.0,-2.28125,-2.1470588235294117
173,-6.0,-2.28125,-2.1470588235294117
174,-6.0,-2.272727272727273,-2.1470588235294117
175,-6.0,-2.272727272727273,-2.1470588235294117
