,inaction,disengange,engange
0,-2.5,0.0,0.0
1,-3.3333333333333335,0.0,0.0
2,-3.3333333333333335,-0.5,0.0
3,-3.3333333333333335,-0.5,0.0
4,-3.3333333333333335,-0.5,-1.5
5,-3.3333333333333335,-0.5,-1.5
6,-3.3333333333333335,-0.6666666666666666,-1.5
7,-3.3333333333333335,-0.6666666666666666,-1.5
8,-3.3333333333333335,-1.25,-1.5
9,-3.3333333333333335,-1.2,-1.5
10,-3.3333333333333335,-1.2,-3.3333333333333335
11,-3.3333333333333335,-1.2,-3.25
12,-3.3333333333333335,-1.8333333333333333,-3.25
13,-3.3333333333333335,-2.0,-3.25
14,-3.25,-2.0,-3.25
15,-3.2,-2.0,-3.25
16,-3.2,-2.0,-3.6
17,-3.2,-2.0,-3.1666666666666665
18,-3.2,-2.125,-3.1666666666666665
19,-3.2,-2.0,-3.1666666666666665
20,-3.1666666666666665,-2.0,-3.1666666666666665
21,-3.142857142857143,-2.0,-3.1666666666666665
22,-3.142857142857143,-2.3,-3.1666666666666665
23,-3.142857142857143,-2.3636363636363638,-3.1666666666666665
24,-3.142857142857143,-2.3636363636363638,-3.7142857142857144
25,-3.142857142857143,-2.3636363636363638,-3.625
26,-3.625,-2.3636363636363638,-3.625
27,-4.0,-2.3636363636363638,-3.625
28,-4.0,-2.5833333333333335,-3.625
29,-4.0,-2.6153846153846154,-3.625
30,-4.0,-2.6153846153846154,-3.7777777777777777
31,-4.0,-2.6153846153846154,-3.5
32,-4.0,-2.857142857142857,-3.5
33,-4.0,-2.933333333333333,-3.5
34,-4.0,-2.933333333333333,-3.8181818181818183
35,-4.0,-2.933333333333333,-3.75
36,-4.3,-2.933333333333333,-3.75
37,-4.545454545454546,-2.933333333333333,-3.75
38,-4.545454545454546,-2.8125,-3.75
39,-4.545454545454546,-2.8125,-3.75
40,-4.545454545454546,-2.7058823529411766,-3.75
41,-4.545454545454546,-2.7058823529411766,-3.75
42,-4.545454545454546,-2.7058823529411766,-3.6923076923076925
43,-4.545454545454546,-2.7058823529411766,-3.6923076923076925
44,-4.545454545454546,-2.7222222222222223,-3.6923076923076925
45,-4.545454545454546,-2.6315789473684212,-3.6923076923076925
46,-4.545454545454546,-2.6315789473684212,-3.7857142857142856
47,-4.545454545454546,-2.6315789473684212,-3.6
48,-4.545454545454546,-2.8,-3.6
49,-4.545454545454546,-2.857142857142857,-3.6
50,-4.75,-2.857142857142857,-3.6
51,-4.923076923076923,-2.857142857142857,-3.6
52,-4.923076923076923,-2.857142857142857,-3.5625
53,-4.923076923076923,-2.857142857142857,-3.5625
54,-4.923076923076923,-2.857142857142857,-3.6470588235294117
55,-4.923076923076923,-2.857142857142857,-3.5
56,-4.923076923076923,-2.772727272727273,-3.5
57,-4.923076923076923,-2.772727272727273,-3.5
58,-5.071428571428571,-2.772727272727273,-3.5
59,-5.2,-2.772727272727273,-3.5
60,-5.2,-2.772727272727273,-3.6842105263157894
61,-5.2,-2.772727272727273,-3.65
62,-5.2,-2.782608695652174,-3.65
63,-5.2,-2.7083333333333335,-3.65
64,-5.2,-2.8,-3.65
65,-5.2,-2.8076923076923075,-3.65
66,-5.2,-2.740740740740741,-3.65
67,-5.2,-2.740740740740741,-3.65
68,-5.2,-2.740740740740741,-3.7142857142857144
69,-5.2,-2.740740740740741,-3.590909090909091
70,-5.2,-2.8214285714285716,-3.590909090909091
71,-5.2,-2.8275862068965516,-3.590909090909091
72,-5.3125,-2.8275862068965516,-3.590909090909091
73,-5.411764705882353,-2.8275862068965516,-3.590909090909091
74,-5.411764705882353,-2.8275862068965516,-3.739130434782609
75,-5.411764705882353,-2.8275862068965516,-3.7083333333333335
76,-5.411764705882353,-2.933333333333333,-3.7083333333333335
77,-5.411764705882353,-2.967741935483871,-3.7083333333333335
78,-5.411764705882353,-2.967741935483871,-3.68
79,-5.411764705882353,-2.967741935483871,-3.68
80,-5.411764705882353,-2.90625,-3.68
81,-5.411764705882353,-2.90625,-3.68
82,-5.411764705882353,-2.90625,-3.8076923076923075
83,-5.411764705882353,-2.90625,-3.7777777777777777
84,-5.411764705882353,-2.909090909090909,-3.7777777777777777
85,-5.411764705882353,-2.8529411764705883,-3.7777777777777777
86,-5.5,-2.8529411764705883,-3.7777777777777777
87,-5.578947368421052,-2.8529411764705883,-3.7777777777777777
88,-5.578947368421052,-2.857142857142857,-3.7777777777777777
89,-5.578947368421052,-2.8055555555555554,-3.7777777777777777
90,-5.578947368421052,-2.891891891891892,-3.7777777777777777
91,-5.578947368421052,-2.9210526315789473,-3.7777777777777777
92,-5.578947368421052,-2.9210526315789473,-3.9285714285714284
93,-5.578947368421052,-2.9210526315789473,-3.9310344827586206
94,-5.65,-2.9210526315789473,-3.9310344827586206
95,-5.714285714285714,-2.9210526315789473,-3.9310344827586206
96,-5.714285714285714,-2.923076923076923,-3.9310344827586206
97,-5.714285714285714,-2.875,-3.9310344827586206
98,-5.714285714285714,-2.875,-3.966666666666667
99,-5.714285714285714,-2.875,-3.870967741935484
100,-5.714285714285714,-2.926829268292683,-3.870967741935484
101,-5.714285714285714,-2.9285714285714284,-3.870967741935484
102,-5.714285714285714,-2.9285714285714284,-3.90625
103,-5.714285714285714,-2.9285714285714284,-3.8181818181818183
104,-5.7727272727272725,-2.9285714285714284,-3.8181818181818183
105,-5.826086956521739,-2.9285714285714284,-3.8181818181818183
106,-5.826086956521739,-2.9302325581395348,-3.8181818181818183
107,-5.826086956521739,-2.8863636363636362,-3.8181818181818183
108,-5.826086956521739,-2.8863636363636362,-3.911764705882353
109,-5.826086956521739,-2.8863636363636362,-3.8857142857142857
110,-5.826086956521739,-2.933333333333333,-3.8857142857142857
111,-5.826086956521739,-2.9347826086956523,-3.8857142857142857
112,-5.826086956521739,-2.9361702127659575,-3.8857142857142857
113,-5.826086956521739,-2.8958333333333335,-3.8857142857142857
114,-5.916666666666667,-2.8958333333333335,-3.8857142857142857
115,-6.0,-2.8958333333333335,-3.8857142857142857
116,-6.0,-2.8958333333333335,-3.9722222222222223
117,-6.0,-2.8958333333333335,-3.945945945945946
118,-6.0,-2.938775510204082,-3.945945945945946
119,-6.0,-2.94,-3.945945945945946
120,-6.0,-3.0,-3.945945945945946
121,-6.0,-3.019230769230769,-3.945945945945946
122,-6.0,-3.019230769230769,-4.026315789473684
123,-6.0,-3.019230769230769,-4.0
124,-5.961538461538462,-3.019230769230769,-4.0
125,-5.925925925925926,-3.019230769230769,-4.0
126,-5.925925925925926,-3.019230769230769,-4.1
127,-5.925925925925926,-3.019230769230769,-4.097560975609756
128,-5.925925925925926,-3.0754716981132075,-4.097560975609756
129,-5.925925925925926,-3.0925925925925926,-4.097560975609756
130,-5.821428571428571,-3.0925925925925926,-4.097560975609756
131,-5.724137931034483,-3.0925925925925926,-4.097560975609756
132,-5.724137931034483,-3.1454545454545455,-4.097560975609756
133,-5.724137931034483,-3.1607142857142856,-4.097560975609756
134,-5.7,-3.1607142857142856,-4.097560975609756
135,-5.67741935483871,-3.1607142857142856,-4.097560975609756
136,-5.67741935483871,-3.1607142857142856,-4.166666666666667
137,-5.67741935483871,-3.1607142857142856,-4.1395348837209305
138,-5.67741935483871,-3.210526315789474,-4.1395348837209305
139,-5.67741935483871,-3.2241379310344827,-4.1395348837209305
140,-5.65625,-3.2241379310344827,-4.1395348837209305
141,-5.636363636363637,-3.2241379310344827,-4.1395348837209305
142,-5.636363636363637,-3.2241379310344827,-4.159090909090909
143,-5.636363636363637,-3.2241379310344827,-4.088888888888889
144,-5.636363636363637,-3.2241379310344827,-4.1521739130434785
145,-5.636363636363637,-3.2241379310344827,-4.127659574468085
146,-5.636363636363637,-3.2711864406779663,-4.127659574468085
147,-5.636363636363637,-3.283333333333333,-4.127659574468085
148,-5.676470588235294,-3.283333333333333,-4.127659574468085
149,-5.714285714285714,-3.283333333333333,-4.127659574468085
150,-5.714285714285714,-3.283333333333333,-4.1875
151,-5.714285714285714,-3.283333333333333,-4.163265306122449
152,-5.714285714285714,-3.3278688524590163,-4.163265306122449
153,-5.714285714285714,-3.338709677419355,-4.163265306122449
154,-5.777777777777778,-3.338709677419355,-4.163265306122449
155,-5.837837837837838,-3.338709677419355,-4.163265306122449
156,-5.837837837837838,-3.338709677419355,-4.24
157,-5.837837837837838,-3.338709677419355,-4.235294117647059
158,-5.837837837837838,-3.380952380952381,-4.235294117647059
159,-5.837837837837838,-3.390625,-4.235294117647059
160,-5.837837837837838,-3.4153846153846152,-4.235294117647059
161,-5.837837837837838,-3.409090909090909,-4.235294117647059
162,-5.837837837837838,-3.409090909090909,-4.211538461538462
163,-5.837837837837838,-3.409090909090909,-4.211538461538462
