,SEED,N_RUNS,N_STIMULI,STIMULUS_INT_MIN,STIMULUS_INT_MAX,alpha,gamma,epsilon,disengage_benefit,engage_adaptation,t_disengage
0,123,10000,800,1,10,0.001,0.99,0.1,5,5,6
