,inaction,disengage,engage
0,0.0,0.0,0.0
1,-0.63,-0.33,0.0
2,-1.45,-0.89,-0.19
3,-2.07,-1.72,-0.5
4,-3.19,-2.84,-1.99
5,-3.51,-3.82,-2.89
6,-5.66,-4.74,-4.0
7,-6.53,-6.4,-5.96
8,-7.57,-7.23,-5.32
9,-8.2,-8.35,-8.61
10,-8.97,-9.02,-8.5
