,inaction,disengage,engage
0,0.0,0.0,0.0
1,-0.05,0.0,0.0
2,-0.12,0.0,-0.02
3,-0.09,0.0,-0.03
4,-0.08,0.0,-0.07
5,-0.29,0.0,-0.15
6,-0.66,-0.66,-0.65
7,-1.39,-1.35,-1.37
8,-1.67,-1.67,-1.72
9,-2.06,-2.07,-2.12
10,-2.39,-2.34,-2.43
