,inaction,disengage,engage
0,-5.0,0.0,0.0
1,-6.666666666666667,0.0,0.0
2,-7.5,0.0,0.0
3,-7.5,-4.5,0.0
4,-7.5,-4.333333333333333,0.0
5,-7.5,-4.333333333333333,0.0
6,-7.5,-4.333333333333333,-4.5
7,-7.5,-4.333333333333333,-5.0
8,-7.5,-4.333333333333333,-4.75
9,-7.5,-5.5,-4.75
10,-7.5,-5.2,-4.75
11,-7.5,-5.2,-4.75
12,-7.5,-5.2,-5.8
13,-7.5,-5.2,-6.0
14,-7.5,-5.2,-5.857142857142857
15,-7.5,-5.5,-5.857142857142857
16,-7.5,-5.0,-5.857142857142857
17,-7.5,-5.0,-5.857142857142857
18,-7.4,-5.0,-5.857142857142857
19,-7.333333333333333,-5.0,-5.857142857142857
20,-7.285714285714286,-5.0,-5.857142857142857
21,-7.285714285714286,-5.5,-5.857142857142857
22,-7.285714285714286,-5.333333333333333,-5.857142857142857
23,-7.285714285714286,-5.333333333333333,-5.857142857142857
24,-7.285714285714286,-5.333333333333333,-6.375
25,-7.285714285714286,-5.333333333333333,-6.444444444444445
26,-7.285714285714286,-5.333333333333333,-6.3
27,-7.285714285714286,-5.8,-6.3
28,-7.285714285714286,-5.7272727272727275,-6.3
29,-7.285714285714286,-5.7272727272727275,-6.3
30,-7.5,-5.7272727272727275,-6.3
31,-7.666666666666667,-5.7272727272727275,-6.3
32,-7.8,-5.7272727272727275,-6.3
33,-7.8,-5.833333333333333,-6.3
34,-7.8,-5.538461538461538,-6.3
35,-7.8,-5.538461538461538,-6.3
36,-7.8,-5.538461538461538,-6.363636363636363
37,-7.8,-5.538461538461538,-6.166666666666667
38,-7.8,-5.538461538461538,-5.846153846153846
39,-7.7272727272727275,-5.538461538461538,-5.846153846153846
40,-7.666666666666667,-5.538461538461538,-5.846153846153846
41,-7.615384615384615,-5.538461538461538,-5.846153846153846
42,-7.615384615384615,-5.642857142857143,-5.846153846153846
43,-7.615384615384615,-5.4,-5.846153846153846
44,-7.615384615384615,-5.4,-5.846153846153846
45,-7.615384615384615,-5.4,-6.142857142857143
46,-7.615384615384615,-5.4,-6.2
47,-7.615384615384615,-5.4,-6.125
48,-7.615384615384615,-5.5625,-6.125
49,-7.615384615384615,-5.411764705882353,-6.125
50,-7.615384615384615,-5.411764705882353,-6.125
51,-7.615384615384615,-5.411764705882353,-6.176470588235294
52,-7.615384615384615,-5.411764705882353,-6.055555555555555
53,-7.615384615384615,-5.411764705882353,-5.842105263157895
54,-7.615384615384615,-5.5,-5.842105263157895
55,-7.615384615384615,-5.315789473684211,-5.842105263157895
56,-7.615384615384615,-5.315789473684211,-5.842105263157895
57,-7.714285714285714,-5.315789473684211,-5.842105263157895
58,-7.8,-5.315789473684211,-5.842105263157895
59,-7.875,-5.315789473684211,-5.842105263157895
60,-7.875,-5.5,-5.842105263157895
61,-7.875,-5.428571428571429,-5.842105263157895
62,-7.875,-5.428571428571429,-5.842105263157895
