,inaction,disengange,engange
0,1.0,0.0,0.0
1,2.0,0.0,0.0
2,2.0,1.0,0.0
3,2.0,2.0,0.0
4,2.0,2.0,1.0
5,2.0,2.0,2.0
6,2.0,2.0,3.0
7,2.0,2.0,4.0
8,2.0,2.0,5.0
9,2.0,2.0,6.0
10,2.0,3.0,6.0
11,2.0,4.0,6.0
12,2.0,4.0,7.0
13,2.0,4.0,8.0
14,2.0,4.0,9.0
15,2.0,4.0,10.0
16,2.0,5.0,10.0
17,2.0,6.0,10.0
18,2.0,6.0,11.0
19,2.0,6.0,12.0
20,3.0,6.0,12.0
21,4.0,6.0,12.0
22,4.0,6.0,13.0
23,4.0,6.0,14.0
24,4.0,6.0,15.0
25,4.0,6.0,16.0
26,4.0,7.0,16.0
27,4.0,8.0,16.0
28,5.0,8.0,16.0
29,6.0,8.0,16.0
30,6.0,8.0,17.0
31,6.0,8.0,18.0
32,6.0,8.0,19.0
33,6.0,8.0,20.0
34,6.0,8.0,21.0
35,6.0,8.0,22.0
36,6.0,9.0,22.0
37,6.0,10.0,22.0
38,6.0,10.0,23.0
39,6.0,10.0,24.0
40,6.0,10.0,25.0
41,6.0,10.0,26.0
42,6.0,11.0,26.0
43,6.0,12.0,26.0
44,6.0,13.0,26.0
45,6.0,14.0,26.0
46,6.0,14.0,27.0
47,6.0,14.0,28.0
48,6.0,15.0,28.0
49,6.0,16.0,28.0
50,6.0,16.0,29.0
51,6.0,16.0,30.0
52,6.0,17.0,30.0
53,6.0,18.0,30.0
54,7.0,18.0,30.0
55,8.0,18.0,30.0
56,8.0,18.0,31.0
57,8.0,18.0,32.0
58,8.0,19.0,32.0
59,8.0,20.0,32.0
60,8.0,21.0,32.0
61,8.0,22.0,32.0
62,8.0,23.0,32.0
63,8.0,24.0,32.0
64,9.0,24.0,32.0
65,10.0,24.0,32.0
66,10.0,25.0,32.0
67,10.0,26.0,32.0
68,10.0,27.0,32.0
69,10.0,28.0,32.0
70,10.0,28.0,33.0
71,10.0,28.0,34.0
72,10.0,28.0,35.0
73,10.0,28.0,36.0
74,10.0,29.0,36.0
75,10.0,30.0,36.0
76,10.0,30.0,37.0
77,10.0,30.0,38.0
78,10.0,31.0,38.0
79,10.0,32.0,38.0
80,10.0,33.0,38.0
81,10.0,34.0,38.0
82,10.0,35.0,38.0
83,10.0,36.0,38.0
84,10.0,36.0,39.0
85,10.0,36.0,40.0
86,10.0,36.0,41.0
87,10.0,36.0,42.0
88,10.0,37.0,42.0
89,10.0,38.0,42.0
90,10.0,38.0,43.0
91,10.0,38.0,44.0
92,10.0,38.0,45.0
93,10.0,38.0,46.0
94,10.0,39.0,46.0
