,inaction,disengange,engange
0,0.0,0.0,1.0
1,0.0,0.0,2.0
2,1.0,0.0,2.0
3,2.0,0.0,2.0
4,2.0,1.0,2.0
5,2.0,2.0,2.0
6,2.0,2.0,3.0
7,2.0,2.0,4.0
8,2.0,2.0,5.0
9,2.0,2.0,6.0
10,2.0,2.0,7.0
11,2.0,2.0,8.0
12,2.0,3.0,8.0
13,2.0,4.0,8.0
14,2.0,4.0,9.0
15,2.0,4.0,10.0
16,2.0,5.0,10.0
17,2.0,6.0,10.0
18,2.0,6.0,11.0
19,2.0,6.0,12.0
20,2.0,7.0,12.0
21,2.0,8.0,12.0
22,2.0,8.0,13.0
23,2.0,8.0,14.0
24,2.0,8.0,15.0
25,2.0,8.0,16.0
26,2.0,8.0,17.0
27,2.0,8.0,18.0
28,2.0,8.0,19.0
29,2.0,8.0,20.0
30,2.0,8.0,21.0
31,2.0,8.0,22.0
32,2.0,8.0,23.0
33,2.0,8.0,24.0
34,3.0,8.0,24.0
35,4.0,8.0,24.0
36,4.0,8.0,25.0
37,4.0,8.0,26.0
38,4.0,9.0,26.0
39,4.0,10.0,26.0
40,4.0,11.0,26.0
41,4.0,12.0,26.0
42,5.0,12.0,26.0
43,6.0,12.0,26.0
44,6.0,12.0,27.0
45,6.0,12.0,28.0
46,6.0,12.0,29.0
47,6.0,12.0,30.0
48,6.0,13.0,30.0
49,6.0,14.0,30.0
50,7.0,14.0,30.0
51,8.0,14.0,30.0
52,8.0,14.0,31.0
53,8.0,14.0,32.0
54,8.0,14.0,33.0
55,8.0,14.0,34.0
56,8.0,15.0,34.0
57,8.0,16.0,34.0
58,8.0,16.0,35.0
59,8.0,16.0,36.0
60,8.0,16.0,37.0
61,8.0,16.0,38.0
62,8.0,16.0,39.0
63,8.0,16.0,40.0
64,8.0,17.0,40.0
65,8.0,18.0,40.0
66,8.0,18.0,41.0
67,8.0,18.0,42.0
68,8.0,18.0,43.0
69,8.0,18.0,44.0
70,8.0,19.0,44.0
71,8.0,20.0,44.0
72,9.0,20.0,44.0
73,10.0,20.0,44.0
74,10.0,21.0,44.0
75,10.0,22.0,44.0
76,10.0,22.0,45.0
77,10.0,22.0,46.0
78,10.0,22.0,47.0
79,10.0,22.0,48.0
80,11.0,22.0,48.0
81,12.0,22.0,48.0
82,12.0,22.0,49.0
83,12.0,22.0,50.0
84,12.0,23.0,50.0
85,12.0,24.0,50.0
86,12.0,25.0,50.0
87,12.0,26.0,50.0
88,12.0,26.0,51.0
89,12.0,26.0,52.0
90,12.0,27.0,52.0
91,12.0,28.0,52.0
92,12.0,28.0,53.0
93,12.0,28.0,54.0
94,12.0,29.0,54.0
95,12.0,30.0,54.0
96,12.0,30.0,55.0
97,12.0,30.0,56.0
98,12.0,30.0,57.0
99,12.0,30.0,58.0
100,12.0,31.0,58.0
101,12.0,32.0,58.0
102,12.0,32.0,59.0
103,12.0,32.0,60.0
104,12.0,33.0,60.0
105,12.0,34.0,60.0
106,12.0,34.0,61.0
107,12.0,34.0,62.0
108,12.0,34.0,63.0
109,12.0,34.0,64.0
110,12.0,34.0,65.0
