,inaction,disengange,engange
0,1.0,0.0,0.0
1,2.0,0.0,0.0
2,2.0,1.0,0.0
3,2.0,2.0,0.0
4,2.0,3.0,0.0
5,2.0,4.0,0.0
6,2.0,4.0,1.0
7,2.0,4.0,2.0
8,2.0,4.0,3.0
9,2.0,4.0,4.0
10,2.0,4.0,5.0
11,2.0,4.0,6.0
12,2.0,4.0,7.0
13,2.0,4.0,8.0
14,2.0,5.0,8.0
15,2.0,6.0,8.0
16,2.0,7.0,8.0
17,2.0,8.0,8.0
18,2.0,8.0,9.0
19,2.0,8.0,10.0
20,2.0,9.0,10.0
21,2.0,10.0,10.0
22,2.0,10.0,11.0
23,2.0,10.0,12.0
24,3.0,10.0,12.0
25,4.0,10.0,12.0
26,4.0,10.0,13.0
27,4.0,10.0,14.0
28,4.0,11.0,14.0
29,4.0,12.0,14.0
30,4.0,12.0,15.0
31,4.0,12.0,16.0
32,4.0,12.0,17.0
33,4.0,12.0,18.0
34,4.0,13.0,18.0
35,4.0,14.0,18.0
36,4.0,15.0,18.0
37,4.0,16.0,18.0
38,4.0,17.0,18.0
39,4.0,18.0,18.0
40,4.0,19.0,18.0
41,4.0,20.0,18.0
42,4.0,21.0,18.0
43,4.0,22.0,18.0
44,4.0,23.0,18.0
45,4.0,24.0,18.0
46,4.0,25.0,18.0
47,4.0,26.0,18.0
48,4.0,27.0,18.0
49,4.0,28.0,18.0
50,4.0,29.0,18.0
51,4.0,30.0,18.0
52,4.0,30.0,19.0
53,4.0,30.0,20.0
54,4.0,31.0,20.0
55,4.0,32.0,20.0
56,5.0,32.0,20.0
57,6.0,32.0,20.0
58,6.0,32.0,21.0
59,6.0,32.0,22.0
60,7.0,32.0,22.0
61,8.0,32.0,22.0
62,8.0,32.0,23.0
63,8.0,32.0,24.0
64,8.0,33.0,24.0
65,8.0,34.0,24.0
66,8.0,35.0,24.0
67,8.0,36.0,24.0
68,8.0,37.0,24.0
69,8.0,38.0,24.0
70,8.0,38.0,25.0
71,8.0,38.0,26.0
72,8.0,39.0,26.0
73,8.0,40.0,26.0
74,8.0,40.0,27.0
75,8.0,40.0,28.0
76,8.0,40.0,29.0
77,8.0,40.0,30.0
78,8.0,41.0,30.0
79,8.0,42.0,30.0
80,8.0,42.0,31.0
81,8.0,42.0,32.0
82,9.0,42.0,32.0
83,10.0,42.0,32.0
84,10.0,42.0,33.0
85,10.0,42.0,34.0
86,10.0,42.0,35.0
87,10.0,42.0,36.0
88,10.0,43.0,36.0
89,10.0,44.0,36.0
90,10.0,44.0,37.0
91,10.0,44.0,38.0
92,10.0,44.0,39.0
93,10.0,44.0,40.0
94,11.0,44.0,40.0
