,inaction,disengange,engange
0,1.0,0.0,0.0
1,2.0,0.0,0.0
2,2.0,1.0,0.0
3,2.0,2.0,0.0
4,2.0,2.0,1.0
5,2.0,2.0,2.0
6,2.0,2.0,3.0
7,2.0,2.0,4.0
8,2.0,2.0,5.0
9,2.0,2.0,6.0
10,2.0,3.0,6.0
11,2.0,4.0,6.0
12,2.0,5.0,6.0
13,2.0,6.0,6.0
14,2.0,6.0,7.0
15,2.0,6.0,8.0
16,3.0,6.0,8.0
17,4.0,6.0,8.0
18,4.0,7.0,8.0
19,4.0,8.0,8.0
20,4.0,9.0,8.0
21,4.0,10.0,8.0
22,4.0,10.0,9.0
23,4.0,10.0,10.0
24,4.0,10.0,11.0
25,4.0,10.0,12.0
26,4.0,11.0,12.0
27,4.0,12.0,12.0
28,4.0,12.0,13.0
29,4.0,12.0,14.0
30,5.0,12.0,14.0
31,6.0,12.0,14.0
32,6.0,13.0,14.0
33,6.0,14.0,14.0
34,6.0,14.0,15.0
35,6.0,14.0,16.0
36,6.0,14.0,17.0
37,6.0,14.0,18.0
38,6.0,15.0,18.0
39,6.0,16.0,18.0
40,6.0,16.0,19.0
41,6.0,16.0,20.0
42,6.0,16.0,21.0
43,6.0,16.0,22.0
44,6.0,16.0,23.0
45,6.0,16.0,24.0
46,6.0,17.0,24.0
47,6.0,18.0,24.0
48,6.0,19.0,24.0
49,6.0,20.0,24.0
50,7.0,20.0,24.0
51,8.0,20.0,24.0
52,8.0,20.0,25.0
53,8.0,20.0,26.0
54,8.0,20.0,27.0
55,8.0,20.0,28.0
56,8.0,21.0,28.0
57,8.0,22.0,28.0
58,8.0,22.0,29.0
59,8.0,22.0,30.0
60,8.0,23.0,30.0
61,8.0,24.0,30.0
62,8.0,25.0,30.0
63,8.0,26.0,30.0
64,8.0,26.0,31.0
65,8.0,26.0,32.0
66,8.0,26.0,33.0
67,8.0,26.0,34.0
68,8.0,27.0,34.0
69,8.0,28.0,34.0
70,9.0,28.0,34.0
71,10.0,28.0,34.0
72,10.0,29.0,34.0
73,10.0,30.0,34.0
74,10.0,31.0,34.0
75,10.0,32.0,34.0
76,10.0,32.0,35.0
77,10.0,32.0,36.0
78,10.0,32.0,37.0
79,10.0,32.0,38.0
80,10.0,32.0,39.0
81,10.0,32.0,40.0
82,10.0,32.0,41.0
83,10.0,32.0,42.0
84,11.0,32.0,42.0
85,12.0,32.0,42.0
86,12.0,32.0,43.0
87,12.0,32.0,44.0
88,12.0,32.0,45.0
89,12.0,32.0,46.0
90,12.0,33.0,46.0
91,12.0,34.0,46.0
92,12.0,35.0,46.0
93,12.0,36.0,46.0
94,12.0,37.0,46.0
