,inaction,disengage,engage
62,-7.875,-5.7368421052631575,-4.7272727272727275
63,-7.875,-5.7368421052631575,-4.913043478260869
64,-7.875,-5.7368421052631575,-4.916666666666667
65,-7.875,-5.7368421052631575,-4.84
66,-7.875,-5.95,-4.84
67,-7.875,-5.904761904761905,-4.84
68,-7.875,-5.904761904761905,-4.84
69,-7.875,-5.904761904761905,-5.038461538461538
70,-7.875,-5.904761904761905,-5.074074074074074
71,-7.875,-5.904761904761905,-5.035714285714286
72,-7.875,-6.0,-5.035714285714286
73,-7.875,-5.869565217391305,-5.035714285714286
74,-7.875,-5.869565217391305,-5.035714285714286
75,-7.823529411764706,-5.869565217391305,-5.035714285714286
76,-7.777777777777778,-5.869565217391305,-5.035714285714286
77,-7.7368421052631575,-5.869565217391305,-5.035714285714286
78,-7.7368421052631575,-6.0,-5.035714285714286
79,-7.7368421052631575,-5.92,-5.035714285714286
80,-7.7368421052631575,-5.92,-5.035714285714286
81,-7.7368421052631575,-5.92,-5.206896551724138
82,-7.7368421052631575,-5.92,-5.233333333333333
83,-7.7368421052631575,-5.92,-5.193548387096774
84,-7.7368421052631575,-6.038461538461538,-5.193548387096774
85,-7.7368421052631575,-5.962962962962963,-5.193548387096774
86,-7.7368421052631575,-5.962962962962963,-5.193548387096774
87,-7.7,-5.962962962962963,-5.193548387096774
88,-7.666666666666667,-5.962962962962963,-5.193548387096774
89,-7.636363636363637,-5.962962962962963,-5.193548387096774
90,-7.636363636363637,-5.962962962962963,-5.25
91,-7.636363636363637,-5.962962962962963,-5.181818181818182
92,-7.636363636363637,-5.962962962962963,-5.0588235294117645
93,-7.636363636363637,-6.107142857142857,-5.0588235294117645
94,-7.636363636363637,-6.068965517241379,-5.0588235294117645
95,-7.636363636363637,-6.068965517241379,-5.0588235294117645
96,-7.608695652173913,-6.068965517241379,-5.0588235294117645
97,-7.583333333333333,-6.068965517241379,-5.0588235294117645
98,-7.56,-6.068965517241379,-5.0588235294117645
99,-7.56,-6.068965517241379,-5.171428571428572
100,-7.56,-6.068965517241379,-5.166666666666667
101,-7.56,-6.068965517241379,-5.108108108108108
102,-7.56,-6.2,-5.108108108108108
103,-7.56,-6.161290322580645,-5.108108108108108
104,-7.56,-6.161290322580645,-5.108108108108108
105,-7.56,-6.161290322580645,-5.157894736842105
106,-7.56,-6.161290322580645,-5.102564102564102
107,-7.56,-6.161290322580645,-5.0
108,-7.538461538461538,-6.161290322580645,-5.0
109,-7.518518518518518,-6.161290322580645,-5.0
110,-7.5,-6.161290322580645,-5.0
111,-7.5,-6.1875,-5.0
112,-7.5,-6.0606060606060606,-5.0
113,-7.5,-6.0606060606060606,-5.0
114,-7.5,-6.117647058823529,-5.0
115,-7.5,-6.0285714285714285,-5.0
116,-7.5,-6.0285714285714285,-5.0
117,-7.5,-6.0285714285714285,-5.097560975609756
118,-7.5,-6.0285714285714285,-5.095238095238095
119,-7.5,-6.0285714285714285,-5.046511627906977
120,-7.5,-6.111111111111111,-5.046511627906977
121,-7.5,-6.054054054054054,-5.046511627906977
122,-7.5,-6.054054054054054,-5.046511627906977
123,-7.482758620689655,-6.054054054054054,-5.046511627906977
124,-7.466666666666667,-6.054054054054054,-5.046511627906977
125,-7.451612903225806,-6.054054054054054,-5.046511627906977
126,-7.451612903225806,-6.054054054054054,-5.159090909090909
127,-7.451612903225806,-6.054054054054054,-5.177777777777778
128,-7.451612903225806,-6.054054054054054,-5.1521739130434785
129,-7.451612903225806,-6.078947368421052,-5.1521739130434785
130,-7.451612903225806,-5.9743589743589745,-5.1521739130434785
131,-7.451612903225806,-5.9743589743589745,-5.1521739130434785
132,-7.451612903225806,-6.075,-5.1521739130434785
133,-7.451612903225806,-6.048780487804878,-5.1521739130434785
134,-7.451612903225806,-6.048780487804878,-5.1521739130434785
135,-7.46875,-6.048780487804878,-5.1521739130434785
136,-7.484848484848484,-6.048780487804878,-5.1521739130434785
137,-7.5,-6.048780487804878,-5.1521739130434785
138,-7.5,-6.048780487804878,-5.212765957446808
139,-7.5,-6.048780487804878,-5.1875
140,-7.5,-6.048780487804878,-5.122448979591836
141,-7.5,-6.071428571428571,-5.122448979591836
142,-7.5,-5.976744186046512,-5.122448979591836
143,-7.5,-5.976744186046512,-5.122448979591836
144,-7.5,-5.976744186046512,-5.22
145,-7.5,-5.976744186046512,-5.235294117647059
146,-7.5,-5.976744186046512,-5.211538461538462
147,-7.5,-6.068181818181818,-5.211538461538462
148,-7.5,-6.044444444444444,-5.211538461538462
149,-7.5,-6.044444444444444,-5.211538461538462
150,-7.485714285714286,-6.044444444444444,-5.211538461538462
151,-7.472222222222222,-6.044444444444444,-5.211538461538462
152,-7.45945945945946,-6.044444444444444,-5.211538461538462
153,-7.45945945945946,-6.130434782608695,-5.211538461538462
154,-7.45945945945946,-6.1063829787234045,-5.211538461538462
155,-7.45945945945946,-6.1063829787234045,-5.211538461538462
156,-7.45945945945946,-6.1063829787234045,-5.245283018867925
157,-7.45945945945946,-6.1063829787234045,-5.203703703703703
158,-7.45945945945946,-6.1063829787234045,-5.127272727272727
159,-7.526315789473684,-6.1063829787234045,-5.127272727272727
160,-7.589743589743589,-6.1063829787234045,-5.127272727272727
161,-7.65,-6.1063829787234045,-5.127272727272727
162,-7.65,-6.1063829787234045,-5.160714285714286
163,-7.65,-6.1063829787234045,-5.12280701754386
164,-7.65,-6.1063829787234045,-5.051724137931035
165,-7.65,-6.125,-5.051724137931035
166,-7.65,-6.040816326530612,-5.051724137931035
167,-7.65,-6.040816326530612,-5.051724137931035
168,-7.65,-6.040816326530612,-5.135593220338983
169,-7.65,-6.040816326530612,-5.15
170,-7.65,-6.040816326530612,-5.131147540983607
171,-7.65,-6.08,-5.131147540983607
172,-7.65,-6.019607843137255,-5.131147540983607
173,-7.65,-6.019607843137255,-5.131147540983607
174,-7.65,-6.038461538461538,-5.131147540983607
175,-7.65,-5.962264150943396,-5.131147540983607
176,-7.65,-5.962264150943396,-5.131147540983607
177,-7.634146341463414,-5.962264150943396,-5.131147540983607
178,-7.619047619047619,-5.962264150943396,-5.131147540983607
179,-7.604651162790698,-5.962264150943396,-5.131147540983607
180,-7.604651162790698,-6.0,-5.131147540983607
181,-7.604651162790698,-5.945454545454545,-5.131147540983607
182,-7.604651162790698,-5.945454545454545,-5.131147540983607
183,-7.604651162790698,-5.945454545454545,-5.161290322580645
184,-7.604651162790698,-5.945454545454545,-5.126984126984127
185,-7.604651162790698,-5.945454545454545,-5.0625
186,-7.604651162790698,-6.017857142857143,-5.0625
187,-7.604651162790698,-6.0,-5.0625
188,-7.604651162790698,-6.0,-5.0625
189,-7.604651162790698,-6.0,-5.107692307692307
190,-7.604651162790698,-6.0,-5.090909090909091
191,-7.604651162790698,-6.0,-5.044776119402985
192,-7.613636363636363,-6.0,-5.044776119402985
193,-7.622222222222222,-6.0,-5.044776119402985
194,-7.630434782608695,-6.0,-5.044776119402985
195,-7.630434782608695,-6.0,-5.102941176470588
196,-7.630434782608695,-6.0,-5.101449275362318
197,-7.630434782608695,-6.0,-5.071428571428571
198,-7.630434782608695,-6.0344827586206895,-5.071428571428571
199,-7.630434782608695,-5.983050847457627,-5.071428571428571
200,-7.630434782608695,-5.983050847457627,-5.071428571428571
201,-7.630434782608695,-6.05,-5.071428571428571
202,-7.630434782608695,-6.032786885245901,-5.071428571428571
203,-7.630434782608695,-6.032786885245901,-5.071428571428571
204,-7.630434782608695,-6.032786885245901,-5.098591549295775
205,-7.630434782608695,-6.032786885245901,-5.069444444444445
206,-7.630434782608695,-6.032786885245901,-5.013698630136986
207,-7.638297872340425,-6.032786885245901,-5.013698630136986
208,-7.645833333333333,-6.032786885245901,-5.013698630136986
209,-7.653061224489796,-6.032786885245901,-5.013698630136986
210,-7.653061224489796,-6.096774193548387,-5.013698630136986
211,-7.653061224489796,-6.079365079365079,-5.013698630136986
212,-7.653061224489796,-6.079365079365079,-5.013698630136986
213,-7.653061224489796,-6.079365079365079,-5.081081081081081
214,-7.653061224489796,-6.079365079365079,-5.093333333333334
215,-7.653061224489796,-6.079365079365079,-5.078947368421052
216,-7.653061224489796,-6.09375,-5.078947368421052
217,-7.653061224489796,-6.030769230769231,-5.078947368421052
218,-7.653061224489796,-6.030769230769231,-5.078947368421052
219,-7.66,-6.030769230769231,-5.078947368421052
220,-7.666666666666667,-6.030769230769231,-5.078947368421052
221,-7.673076923076923,-6.030769230769231,-5.078947368421052
222,-7.673076923076923,-6.030769230769231,-5.103896103896104
223,-7.673076923076923,-6.030769230769231,-5.076923076923077
224,-7.673076923076923,-6.030769230769231,-5.025316455696203
225,-7.673076923076923,-6.045454545454546,-5.025316455696203
226,-7.673076923076923,-5.985074626865671,-5.025316455696203
227,-7.673076923076923,-5.985074626865671,-5.025316455696203
228,-7.673076923076923,-6.014705882352941,-5.025316455696203
229,-7.673076923076923,-5.971014492753623,-5.025316455696203
230,-7.673076923076923,-5.971014492753623,-5.025316455696203
231,-7.673076923076923,-5.971014492753623,-5.0625
232,-7.673076923076923,-5.971014492753623,-5.049382716049383
233,-7.673076923076923,-5.971014492753623,-5.012195121951219
234,-7.679245283018868,-5.971014492753623,-5.012195121951219
235,-7.685185185185185,-5.971014492753623,-5.012195121951219
236,-7.6909090909090905,-5.971014492753623,-5.012195121951219
237,-7.6909090909090905,-6.0,-5.012195121951219
238,-7.6909090909090905,-5.957746478873239,-5.012195121951219
239,-7.6909090909090905,-5.957746478873239,-5.012195121951219
240,-7.6909090909090905,-5.957746478873239,-5.0120481927710845
241,-7.6909090909090905,-5.957746478873239,-4.964285714285714
242,-7.6909090909090905,-5.957746478873239,-4.91764705882353
243,-7.6909090909090905,-5.957746478873239,-4.965116279069767
244,-7.6909090909090905,-5.957746478873239,-4.9655172413793105
245,-7.6909090909090905,-5.957746478873239,-4.943181818181818
246,-7.6909090909090905,-5.972222222222222,-4.943181818181818
247,-7.6909090909090905,-5.917808219178082,-4.943181818181818
248,-7.6909090909090905,-5.917808219178082,-4.943181818181818
249,-7.6909090909090905,-5.945945945945946,-4.943181818181818
250,-7.6909090909090905,-5.906666666666666,-4.943181818181818
251,-7.6909090909090905,-5.906666666666666,-4.943181818181818
252,-7.678571428571429,-5.906666666666666,-4.943181818181818
253,-7.666666666666667,-5.906666666666666,-4.943181818181818
254,-7.655172413793103,-5.906666666666666,-4.943181818181818
255,-7.655172413793103,-5.906666666666666,-5.0
256,-7.655172413793103,-5.906666666666666,-5.011111111111111
257,-7.655172413793103,-5.906666666666666,-5.0
258,-7.655172413793103,-5.921052631578948,-5.0
259,-7.655172413793103,-5.87012987012987,-5.0
260,-7.655172413793103,-5.87012987012987,-5.0
261,-7.655172413793103,-5.884615384615385,-5.0
262,-7.655172413793103,-5.8354430379746836,-5.0
263,-7.655172413793103,-5.8354430379746836,-5.0
264,-7.6440677966101696,-5.8354430379746836,-5.0
265,-7.633333333333334,-5.8354430379746836,-5.0
266,-7.622950819672131,-5.8354430379746836,-5.0
267,-7.661290322580645,-5.8354430379746836,-5.0
268,-7.698412698412699,-5.8354430379746836,-5.0
269,-7.734375,-5.8354430379746836,-5.0
270,-7.734375,-5.8625,-5.0
271,-7.734375,-5.827160493827161,-5.0
272,-7.734375,-5.827160493827161,-5.0
273,-7.734375,-5.827160493827161,-5.054347826086956
274,-7.734375,-5.827160493827161,-5.064516129032258
275,-7.734375,-5.827160493827161,-5.053191489361702
